StartDate,EndDate,ResponseId,B2A_1,B2_1A,B2L_7,A2I_5,A2S_5,D1_15,Wave,gbt__v1__n__shareofwallet_1__Whirlpool,S3,S4,S5,S6a,S6b,gbt__v1__b__total_brand_awareness_3__Nilkamal furniture,gbt__v1__b__total_brand_awareness_3__Local furniture shop,gbt__v1__b__total_brand_awareness_3__Carpenter,gbt__v1__n__shareofwallet_3__Godrej,gbt__v1__n__shareofwallet_3__Ikea,gbt__v1__n__shareofwallet_3__Urban Ladder
06-10-2022 10:41,06-10-2022 10:52,R_1jU5yzDN17br3nQ,Extremely likely10,Good to handle,,,,"Godrej,LG,Haier,Harrison",1,0.2,Chennai,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:43,06-10-2022 10:52,R_2xRBLMTmxWJXYQP,,,9,,,"Yale,Harrison",1,,Chennai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",,,,,,
06-10-2022 10:30,06-10-2022 10:52,R_VJrAAVcZos5e8Lv,9,Godrej is a very famous and long standing brand with a good reputation,,home18,,"Godrej,Samsung,Whirlpool,Voltas,Ikea,Urban Ladder,Pepperfry,HomeTown,HomeCenter,Amazon Furniture,Flipkart Furniture,Nilkamal furniture",1,0.2,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
06-10-2022 10:44,06-10-2022 10:53,R_2TGhfillEcklIpz,,,,,,"Godrej,Nilkamal furniture",1,,Mumbai,31-35,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",1,0,0,,,
06-10-2022 10:48,06-10-2022 10:55,R_3y3YIMXMIZECfiV,4,Godrej good but need to improve,,,,"Godrej,Samsung,LG,Honeywell",1, ,Bangalore,26-30,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,Two-Wheeler,Colour TV,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
06-10-2022 10:45,06-10-2022 10:56,R_1mPZxJ1l8wCKxRP,,,,,,"LG,Whirlpool,Urban Ladder",1, ,Mumbai,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 10:45,06-10-2022 10:57,R_2VHYdBsOUb0rmeD,,,,SAMSUNG,,"Godrej,Tata",1,,Mumbai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 10:49,06-10-2022 10:57,R_22QDMSyms9GEh32,,,,,,"Godrej,Samsung,LG,Whirlpool,Voltas",1, ,Kolkata,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",,,,,,
06-10-2022 10:45,06-10-2022 10:57,R_6QDqBKayNOjv117,,,,,,"Ozone,Dorset,Harrison,Urban Ladder,Pepperfry,HomeCenter,Amazon Furniture,Flipkart Furniture,Nilkamal furniture",1,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
06-10-2022 10:42,06-10-2022 10:59,R_22Y44Z7J9wwMY9j,,,,,,"Ozone,HomeCenter,Flipkart Furniture,AmazonBasics",1,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",1,0,1,,,
06-10-2022 10:50,06-10-2022 10:59,R_2wGPcILmrMComfn,,,,,,Tata,1,,Kochi,18-21,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
06-10-2022 10:47,06-10-2022 11:00,R_W9cWxL1qbGW3dhD,,,,,,Godrej,1,,Pune,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:51,06-10-2022 11:01,R_1hFGhPZEDX8KGCS,7,Think company is okayish,,,,"Godrej,Tata",1,0.2,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
06-10-2022 10:53,06-10-2022 11:02,R_1Nfz9TQlDFGlAgi,,,,,,Samsung,1,0.2,Pune,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",,,,,,
06-10-2022 10:45,06-10-2022 11:02,R_3QWrm7SPZbVFNIY,6,Because I got negative reviews from my relatives comparing other brands,,,,Godrej,1,0.2,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:53,06-10-2022 11:02,R_2Xpn6aCf54yZdVN,9,This is my personal opinion ,,,,"Godrej,Samsung",1, ,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",,,,,,
06-10-2022 10:56,06-10-2022 11:02,R_1lmEK0zqmxPl7mh,,,,,,"Godrej,HomeTown,Flipkart Furniture,Tata",1,,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 10:14,06-10-2022 11:03,R_1QuPOeTDoI18RtX,,,7,,Bosco,Godrej,1,,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:51,06-10-2022 11:03,R_3h9GBBgn0FMsMl2,7,Please godrej appliances that i have buyed in past give me the value of  my money and very good experience of this brand,,,,"Samsung,Amazon Furniture,Flipkart Furniture",1,0.2,Mumbai,18-21,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Air Conditioner",0,0,0,,,
06-10-2022 10:46,06-10-2022 11:03,R_1dGCjtHdk5L3Co7,8,I am satisfied with this brand,,,,"Godrej,LG",1,0.6,Kolkata,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
06-10-2022 10:57,06-10-2022 11:04,R_24INgWX7Znezvei,8,Very good product,9,,,"Samsung,Yale,Ozone,Harrison",1, ,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:54,06-10-2022 11:04,R_1hYfEz2bxzCElbZ,,,,,,"Voltas,HomeCenter,Flipkart Furniture",1, ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",1,0,0,,,
06-10-2022 10:53,06-10-2022 11:04,R_1jjGAhCD4m4ek6K,,,,,,Godrej,1,0.4,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 09:22,06-10-2022 11:04,R_3O6UcTOzrdG50BO,,,,,,Godrej,1, ,Ahmedabad,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",,,,,,
06-10-2022 10:46,06-10-2022 11:07,R_2PBBTYiCldXxzo7,,,,,,Tata,1,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 10:50,06-10-2022 11:07,R_becrUyT9Ua6HOCZ,7,Through my experience used it though has to come up with new ideas,,,,None of the above,1, ,Mumbai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 10:57,06-10-2022 11:07,R_RmELKH8hTxF3zKV,,,,,,"Ozone,Amazon Furniture,Flipkart Furniture",1,,Hyderabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",0,0,0,,,
06-10-2022 10:58,06-10-2022 11:08,R_1I6MyRiylBPEkO1,,,,,,"Godrej,Samsung,LG,Whirlpool,Pepperfry,HomeTown,Amazon Furniture,Nilkamal furniture,Local furniture shop",1,0.2,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,0,,,
06-10-2022 10:43,06-10-2022 11:09,R_2sSGmnSefyPdKWr,Extremely likely10,It's Global and Trustworthy Brand Since long and continuously gives services to their customers worldwide ,,Natuzzi,,"Godrej,Nilkamal furniture",1,0.2,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,0,,,
06-10-2022 11:05,06-10-2022 11:09,R_3efsXX6iGFaceSy,7,Is it possible to get,,,,"Urban Ladder,Amazon Furniture",1, ,Kolkata,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 10:59,06-10-2022 11:09,R_2dRSm3VEQTQnEaV,8,Good brand with promising product ,,,,Godrej,1,0.4,Kolkata,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
06-10-2022 10:43,06-10-2022 11:09,R_3dRH6o7k21XzIB5,,,Extremely likely10,,,Godrej,1,,Kolkata,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:57,06-10-2022 11:09,R_1djcu2XEhAXv2fd,5,"For me, it's outdated.",,,,Godrej,1, ,Lucknow,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",1,0,0,,,
06-10-2022 10:57,06-10-2022 11:11,R_BxNUy5ZFgwhcTqF,8,This brand performs good ,,,,None of the above,1,0.2,Kolkata,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",1,0,0,,,
06-10-2022 11:06,06-10-2022 11:11,R_3FK8c4jtr4dgeDa,2,Because I like it,,,,"LG,Whirlpool",1,0.2,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 11:01,06-10-2022 11:12,R_2BnsFvYspchx7d4,7,"Because godrej ina good company and also provides good product 
",,,,"LG,Flipkart Furniture",1,0.2,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",0,0,0,,,
06-10-2022 10:59,06-10-2022 11:12,R_9A0NGNtBfKFqR5T,9,Its a reputed brand ,,,,"Godrej,Samsung,Whirlpool,Urban Ladder,Pepperfry,HomeCenter,Nilkamal furniture",1,0.4,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
06-10-2022 10:47,06-10-2022 11:12,R_22RI4tOTh2xnDAI,9,It's been a good experience with godrej products,,,,Nilkamal furniture,1,0.2,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",1,0,0,,,
06-10-2022 11:05,06-10-2022 11:12,R_1mk0bx4tMUh6RYw,Extremely likely10,Great service ,Extremely likely10,,,"Samsung,Europa",1,0.2,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
06-10-2022 11:04,06-10-2022 11:12,R_3FUsf2CUR7xJ1Qn,,,,,,Godrej,1,,Mumbai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
06-10-2022 11:07,06-10-2022 11:14,R_DtNVxV9dzH0lPLr,,,,,,"Godrej,Ozone,Flipkart Furniture",1,,Mumbai,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,1,,,
06-10-2022 11:10,06-10-2022 11:14,R_1IgOWC9YXVpPqDf,,,,,,Dormakaba,1,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
06-10-2022 10:52,06-10-2022 11:14,R_1mxsJhIbKFnKUz6,8,Very nice product and I am satisfied ,,,,"Godrej,Samsung,LG,Voltas",1,0.2,Ahmedabad,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:58,06-10-2022 11:14,R_1I4nLaCEBb9QxP5,6,It is a great brand that provides goods for goodmoney value,,,,"LG,Voltas,Haier,Urban Ladder",1, ,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 10:52,06-10-2022 11:15,R_8qMPD13gieizBtv,8,I am not using this product then I don't know about it ,,,,"Godrej,Samsung,LG,Voltas",1, ,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Air Conditioner",0,0,1,,,
06-10-2022 10:50,06-10-2022 11:15,R_2R7YO04rAbHxKCN,,,,Mharaja,,Godrej,1,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",1,0,0,,,
06-10-2022 11:09,06-10-2022 11:15,R_3CUvnSyVpCYwj9u,6,Godrej builts great products ,,,,None of the above,1,0.4,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 11:09,06-10-2022 11:15,R_2gGwzjY5VToPZfz,Extremely likely10,It is awesome ,,,,"Samsung,Voltas,Tata",1,0.2,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 11:03,06-10-2022 11:16,R_1JEAtB4inV9eIlB,,,2,,,"Ikea,Pepperfry,HomeTown,HomeCenter",1,,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 11:02,06-10-2022 11:16,R_2OVVGbKuuqR4jTW,,,,,,"Godrej,Ikea,Urban Ladder",1,,Pune,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",0,0,0,,,
06-10-2022 10:36,06-10-2022 11:17,R_2tFn68hQwK1Hvpg,Extremely likely10,Because my family used this products long time ago.,,,,"Godrej,Whirlpool",1,0.2,Mumbai,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 11:11,06-10-2022 11:17,R_2UgC4ZodvyRnQW5,,,,,,Samsung,1, ,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 11:00,06-10-2022 11:17,R_3PFuGiFynFbbb3M,,,,,,"Godrej,Tata",1,,Lucknow,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 10:59,06-10-2022 11:18,R_BRNNmdwLMJX5P9v,,,8,,None,Godrej,1,,Kochi,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",,,,,,
06-10-2022 11:04,06-10-2022 11:18,R_10V5DhfHUcJNXfD,,,,,,Ikea,1,,Bangalore,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van",1,1,0,,,
06-10-2022 11:10,06-10-2022 11:18,R_3sBXhYhV6fvBUQW,,,,,,"Pepperfry,Amazon Furniture,Flipkart Furniture",1,,Ahmedabad,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 11:12,06-10-2022 11:19,R_2TFv7TFhJUxwjIF,5,Godrej provides a good brand of item in less price ,6,,,"Samsung,Whirlpool",1,0.4,Mumbai,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:57,06-10-2022 11:20,R_BxC8L0V2IiRI8zT,9,It is convenient to use .,,,,"Godrej,Samsung,LG,Whirlpool,Yale",1,0.2,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 11:09,06-10-2022 11:21,R_r1GF1ICqIZjiZPP,7,Depends on how I used it,,,,None of the above,1,0.2,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
06-10-2022 11:03,06-10-2022 11:22,R_3hgcUhMHhCFb9WG,,,,,,"Godrej,Nilkamal furniture,Honeywell",1,,Pune,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",1,0,0,,,
06-10-2022 11:05,06-10-2022 11:22,R_3FLL1zMQkrPkCTS,,,Extremely likely10,West Elm,,"Godrej,Dormakaba,Yale,Ozone,Europa,Pepperfry,Amazon Furniture",1,,Bangalore,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",0,0,1,,,
06-10-2022 11:12,06-10-2022 11:22,R_WATtJqMVl39LrUd,9,It is very good in performance and highly recommended by everyone ,,,Sony,"LG,Voltas,Haier",1, ,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:57,06-10-2022 11:23,R_2ByUrNF8wwgkVnv,7,"I am fairly satisfied with this brand..,moreover it is old trusted brand",,,,Godrej,1,0.2,Kochi,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",1,0,0,,,
06-10-2022 11:09,06-10-2022 11:23,R_3G6NKNURAUAYGmx,,,,,,"Godrej,LG,Tata,Honeywell",1, ,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:39,06-10-2022 11:24,R_PNZ9EfX4WVqA969,8,Product quality ,Extremely likely10,,,"Godrej,Samsung,Voltas",1, ,Pune,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 10:58,06-10-2022 11:24,R_8jmvwoZTTnFKi77,6,I have its washing machine based on my experience,,,,"Godrej,Samsung,LG",1, ,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
06-10-2022 11:09,06-10-2022 11:25,R_2SkQDeaIuN3gqHY,,,,,,Godrej,1,,Pune,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",1,0,0,,,
06-10-2022 09:22,06-10-2022 11:25,R_0AHsaWjg5cqKZrj,,,,URBAN LADDAR,,"Godrej,Flipkart Furniture",1, ,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",0,0,0,,,
06-10-2022 11:11,06-10-2022 11:26,R_232eSTtoKgFik9F,,,,,,Godrej,1,,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",1,1,0,,,
06-10-2022 11:16,06-10-2022 11:27,R_2D1diT2IXm5gtUh,,,,Panasonic ,,"Godrej,Harrison,Local furniture shop",1,,New Delhi NCR,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,1,0,,,
06-10-2022 11:22,06-10-2022 11:28,R_3MccLvjUNO3rqr6,,,,,,"Godrej,Dorset,Honeywell",1,,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
